1,2,3,4,5,6,7,8,9,10,11,12,Male,Female,Age,Crete,Cyprus,Peloponnese,Central Greece,Thessaly,Epirus,Macedonia,Thrace,Pontos,Dodekanisa,Cyclades,Sporades,Ionnian,North_Agean,Other,Place_extra,Elementary,High School,Senior School,IEK,AEI-TEI,Post-grad_PhD,Music relation (Y),Music relation (N),Music rel (extra),Classic,Jazz/Blues,Pop,Rock_Metal,Electronical,Greek Music,Rap_Hip-Hop
annoyance,anticipation,sorrow,nostalgia,sorrow,sorrow,anticipation,joy,joy,anticipation,nostalgia,boredom,1,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
anticipation,anticipation,surprise,anticipation,sorrow,boredom,nostalgia,anticipation,surprise,anticipation,nostalgia,nostalgia,1,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
joy,joy,nostalgia,nostalgia,sorrow,nostalgia,nostalgia,nostalgia,joy,joy,joy,joy,0,1,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
annoyance,rage,boredom,nostalgia,sorrow,boredom,nostalgia,rage,anticipation,nostalgia,sorrow,boredom,0,1,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
anticipation,annoyance,sorrow,joy,sorrow,boredom,annoyance,joy,joy,boredom,boredom,annoyance,0,1,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
