1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Male,Female,Age,Crete,Cyprus,Peloponnese,Central Greece,Thessaly,Epirus,Macedonia,Thrace,Pontos,Dodekanisa,Cyclades,Sporades,Ionnian,North_Agean,Other,Place_extra,Elementary,High School,Senior School,IEK,AEI-TEI,Post-grad_PhD,Music relation (Y),Music relation (N),Music rel (extra),Classic,Jazz/Blues,Pop,Rock_Metal,Electronical,Greek Music,Rap_Hip-Hop
surprise,anticipation,anticipation,anticipation,boredom,annoyance,anticipation,sorrow,anticipation,surprise,anticipation,anticipation,anticipation,anticipation,nostalgia,boredom,1,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
nostalgia,joy,surprise,nostalgia,surprise,joy,joy,joy,nostalgia,nostalgia,joy,surprise,joy,joy,joy,nostalgia,0,1,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
nostalgia,nostalgia,anticipation,surprise,joy,anticipation,joy,joy,surprise,joy,joy,joy,joy,joy,joy,nostalgia,0,1,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
nostalgia,anticipation,surprise,anticipation,anticipation,joy,joy,anticipation,surprise,joy,anticipation,joy,joy,surprise,joy,anticipation,1,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
nostalgia,surprise,joy,joy,joy,joy,joy,joy,joy,surprise,joy,surprise,anticipation,surprise,surprise,surprise,0,1,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
nostalgia,joy,joy,anticipation,nostalgia,joy,surprise,anticipation,surprise,anticipation,nostalgia,joy,joy,surprise,joy,anticipation,1,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
sorrow,nostalgia,annoyance,annoyance,sorrow,anticipation,anticipation,anticipation,sorrow,nostalgia,anticipation,sorrow,anticipation,anticipation,anticipation,nostalgia,1,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
