1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Male,Female,Age,Crete,Cyprus,Peloponnese,Central Greece,Thessaly,Epirus,Macedonia,Thrace,Pontos,Dodekanisa,Cyclades,Sporades,Ionnian,North_Agean,Other,Place_extra,Elementary,High School,Senior School,IEK,AEI-TEI,Post-grad_PhD,Music relation (Y),Music relation (N),Music rel (extra),Classic,Jazz/Blues,Pop,Rock_Metal,Electronical,Greek Music,Rap_Hip-Hop
sorrow,sorrow,boredom,sorrow,sorrow,sorrow,rage,sorrow,anticipation,anticipation,boredom,boredom,rage,sorrow,boredom,sorrow,1,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
nostalgia,anticipation,sorrow,anticipation,surprise,boredom,sorrow,rage,joy,surprise,anticipation,boredom,anticipation,boredom,joy,annoyance,0,1,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
boredom,anticipation,anticipation,joy,joy,joy,joy,annoyance,joy,joy,boredom,boredom,boredom,joy,annoyance,boredom,0,1,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
nostalgia,nostalgia,sorrow,sorrow,anticipation,nostalgia,sorrow,boredom,nostalgia,anticipation,sorrow,sorrow,nostalgia,surprise,nostalgia,boredom,1,0,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
boredom,anticipation,anticipation,anticipation,anticipation,boredom,anticipation,boredom,joy,anticipation,boredom,boredom,anticipation,anticipation,anticipation,anticipation,1,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
joy,joy,joy,nostalgia,joy,nostalgia,joy,joy,nostalgia,joy,annoyance,joy,joy,joy,joy,joy,0,1,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
